movieId	title	genres	imdbId	averageRating	numVotes	directors	cast	movie_year
6187	Life of David Gale, The (2003)	Crime|Drama|Thriller	289992	7.5	126387	nm0000570	nm0000228|nm0000701|nm0001473|nm0454598|nm0427801	2003
6188	Old School (2003)	Comedy	302886	7.0	244068	nm0680846	nm0005561|nm0000681|nm0002071|nm0005315|nm0690186	2003
6192	Open Hearts (Elsker dig for evigt) (2002)	Romance	315543	7.5	10976	nm0081540	nm1003081|nm0509263|nm0586568|nm0824785|nm0084826	2002
6193	Poolhall Junkies (2002)	Comedy|Drama|Thriller	273982	6.8	10901	nm0552358	nm0552358|nm0001590|nm0742146|nm0005401|nm0001768	2002
6195	Stone Reader (2002)	Documentary	324080	7.7	571	nm1195672	nm2622604|nm1325926|nm1328644|nm0236208|nm0255060	2002
6196	Cradle 2 the Grave (2003)	Action|Crime|Drama|Thriller	306685	5.8	46877	nm0005647	nm0001472|nm0229422|nm0001092|nm0026364|nm0005026	2003
6197	Spider (2002)	Drama|Mystery	278731	6.8	41225	nm0000343	nm0000146|nm0001669|nm0001669|nm0000321|nm0001655	2002
6201	Lady Jane (1986)	Drama|Romance	91374	7.1	7108	nm0638080	nm0000307|nm0000144|nm0939795|nm0394588|nm0071824	1986
6202	Late Marriage (Hatuna Meuheret) (2001)	Comedy|Drama|Romance	287471	7.1	3556	nm0467017	nm0038988|nm0253813|nm0608701|nm1001218|nm1149650	2001
6203	Life Stinks (1991)	Comedy	102303	5.9	11365	nm0000316	nm0000316|nm0000690|nm0001787|nm0659573|nm0606593	1991
6204	Meteor Man, The (1993)	Comedy	107563	5.2	8852	nm0870186	nm0870186|nm0004958|nm0341176|nm0347039|nm0000469	1993
6210	Volcano High (Whasango) (2001)	Action|Comedy	301429	5.9	3593	nm1048540	nm1030267|nm1086555|nm1069518|nm1085861|nm1045839	2001
6212	Bringing Down the House (2003)	Comedy	305669	5.6	39303	nm0788202	nm0000188|nm0001451|nm0506405|nm0687506|nm0005443	2003
6213	Tears of the Sun (2003)	Action|Drama|Thriller	314353	6.6	130956	nm0298807	nm0000246|nm0369513|nm0000899|nm0907708|nm0582257	2003
6214	Irreversible (IrrÃ©versible) (2002)	Crime|Drama|Mystery|Thriller	290673	7.3	148394	nm0637615	nm0000899|nm0001993|nm0243355|nm0619600|nm0696353	2002
6215	Laurel Canyon (2002)	Drama	298408	6.4	17561	nm0158966	nm0000531|nm0005273|nm0000288|nm0000295|nm0001523	2002
6216	Nowhere in Africa (Nirgendwo in Afrika) (2001)	Drama	161860	7.5	14043	nm0512862	nm0477810|nm0632457|nm0352278|nm0648943|nm0475761	2001
6217	Safety of Objects, The (2001)	Drama	256359	6.5	4376	nm0873266	nm0000335|nm0000551|nm0005316|nm0165101|nm0004795	2001
6218	Bend It Like Beckham (2002)	Comedy|Drama|Romance	286499	6.7	116814	nm0149446	nm0619406|nm0461136|nm0001667|nm0451600|nm0659544	2002
6219	Hunted, The (2003)	Action|Drama|Thriller	269347	6.1	51600	nm0001243	nm0000169|nm0001125|nm0001567|nm0005462|nm0278125	2003
6220	Willard (2003)	Drama|Horror|Thriller	310357	6.1	20449	nm0604688	nm0000417|nm0000388|nm0005009|nm0123201|nm0570896	2003
6222	Prozac Nation (2001)	Drama	236640	6.2	19061	nm0804408	nm0000207|nm0001667|nm0001448|nm0000162|nm0004755	2001
6223	Spun (2001)	Comedy|Crime|Drama	283003	6.7	40841	nm0959774	nm0005403|nm0000491|nm0297578|nm0005261|nm0000620	2001
6225	King of Kings (1961)	Drama	55047	7.0	9062	nm0712947	nm0001374|nm0571430|nm0368836|nm0709681|nm0511798	1961
6228	Talk of the Town, The (1942)	Comedy|Romance|Thriller	35417	7.5	9163	nm0828419	nm0000026|nm0000795|nm0172903|nm0118000|nm0268225	1942
6232	Born Free (1966)	Adventure|Children|Drama	60182	7.2	7044	nm0384342|nm0569710	nm0571441|nm0871272|nm0444584|nm0525736|nm0150132	1966
6234	Equus (1977)	Drama|Mystery	75995	7.1	8772	nm0001486	nm0000009|nm0278752|nm0086780|nm0687506|nm0028674	1977
6235	Europa Europa (Hitlerjunge Salomon) (1990)	Drama|War	99776	7.6	17537	nm0002140	nm0389424|nm0389425|nm0932870|nm0911206	1990
6237	Glenn Miller Story, The (1953)	Drama	47030	7.3	9751	nm0542649	nm0000071|nm0000742|nm0604702|nm0236866|nm0864869	1953
6238	Green Card (1990)	Comedy|Drama|Romance	99699	6.3	25910	nm0001837	nm0000367|nm0000510|nm0001564|nm0248981|nm0698764	1990
6239	Journey to the Center of the Earth (1959)	Adventure|Children|Sci-Fi	52948	7.0	19671	nm0505610	nm0000051|nm0004769|nm0006428|nm0000832|nm0203076	1959
6241	Pauline at the Beach (Pauline Ã  la Plage) (1983)	Comedy|Drama|Romance	86087	7.3	10588	nm0006445	nm0486496|nm0231319|nm0339621|nm0040545|nm0004490	1983
6242	Ringu (Ring) (1998)	Horror|Mystery|Thriller	178868	7.2	77859	nm0620378	nm0559652|nm0620397|nm0847624|nm0766212|nm0637894	1998
6244	Salaam Bombay! (1988)	Drama	96028	7.9	10132	nm0619762	nm0787359|nm0787359|nm0030117|nm0665350|nm0788890	1988
6245	Sweet Charity (1969)	Comedy|Drama|Musical|Romance	65054	6.9	6839	nm0002080	nm0000511|nm0533979|nm0001544|nm0002035|nm0729234	1969
6246	Talent for the Game (1991)	Drama	103036	6.0	995	nm0950001	nm0001579|nm0000966|nm0171089|nm0179167|nm0792177	1991
6249	Boat Trip (2003)	Comedy	285462	4.9	32418	nm0622240	nm0000421|nm0764445|nm0761052|nm0000407|nm0324070	2003
6250	Dreamcatcher (2003)	Drama|Horror|Sci-Fi|Thriller	285531	5.5	96643	nm0001410	nm0000151|nm0005048|nm0005134|nm0507073|nm0648249	2003
6251	Piglet's Big Movie (2003)	Animation|Children	323642	6.1	8747	nm0322368	nm0275835|nm0191906|nm0191906|nm0763052|nm0191520	2003
6252	View from the Top (2003)	Comedy|Romance	264150	5.3	28872	nm0000853	nm0000569|nm0000775|nm0000593|nm0749263|nm0000298	2003
6254	Awful Truth, The (1937)	Comedy|Romance	28597	7.7	21456	nm0564970	nm0002050|nm0000026|nm0000897|nm0195422|nm0192258	1937
6263	Basic (2003)	Drama|Thriller|War	264395	6.4	66739	nm0001532	nm0000237|nm0000168|nm0001567|nm0004857|nm0000610	2003
6264	Core, The (2003)	Action|Drama|Sci-Fi|Thriller	298814	5.5	107637	nm0000750	nm0001173|nm0005476|nm0005148|nm0339304|nm0796125	2003
6265	Head of State (2003)	Comedy	325537	5.5	21274	nm0001674	nm0001674|nm0005170|nm0005551|nm0048414|nm0780678	2003
6266	What a Girl Wants (2003)	Comedy|Drama|Romance	286788	5.8	66689	nm0330140	nm0004789|nm0000147|nm0000593|nm1346859|nm0040586	2003
6267	Assassination Tango (2002)	Drama|Thriller	283897	5.7	3395	nm0000380	nm0000380|nm1119283|nm0001952|nm0000834|nm0575339	2002
6268	Raising Victor Vargas (2002)	Comedy|Drama|Romance	316188	7.2	5702	nm0813164	nm0711559|nm0539208|nm1187044|nm1187350|nm0551441	2002
6269	Stevie (2002)	Documentary	334416	7.8	2740	nm0416945		2002
6270	Akira Kurosawa's Dreams (Dreams) (1990)	Drama|Fantasy	100998	7.7	29340	nm0000041|nm0393094	nm0855417|nm0047963|nm0624383|nm7014801|nm0410659	1990
6271	Day for Night (La Nuit AmÃ©ricaine) (1973)	Comedy|Drama|Romance	70460	8.0	24877	nm0000076	nm0000302|nm0529543|nm0000076|nm0181305|nm0186569	1973
6273	In a Lonely Place (1950)	Drama|Film-Noir|Mystery|Romance	42593	7.9	35539	nm0712947	nm0000007|nm0002108|nm0522481|nm0717203|nm0807354	1950
6279	Good Thief, The (2002)	Crime|Drama	281820	6.5	10920	nm0001403	nm0000560|nm0000146|nm0474333|nm0256075|nm0001409	2002
6280	Man Apart, A (2003)	Action|Crime|Drama|Thriller	266465	6.0	49494	nm0336620	nm0004874|nm0648249|nm0005478|nm0798316|nm0005283	2003
6281	Phone Booth (2002)	Drama|Thriller	183649	7.1	286790	nm0001708	nm0268199|nm0000662|nm0001845|nm0593664|nm0005017	2002
6283	Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)	Action|Animation|Sci-Fi|Thriller	275277	7.8	53437	nm0913860|nm0569479|nm0645513|nm0645657|nm1988172	nm0082507|nm0082507|nm0153100|nm0153100|nm0346415	2001
6285	Levity (2003)	Drama	304328	6.4	6728	nm0004412	nm0000671|nm0000151|nm0000379|nm0000456|nm0033058	2003
6286	Man Without a Past, The (Mies vailla menneisyyttÃ¤) (2002)	Comedy|Crime|Drama	311519	7.6	26314	nm0442454	nm0671326|nm0653669|nm0879365|nm0631112|nm0657090	2002
6287	Anger Management (2003)	Comedy	305224	6.2	229169	nm0781842	nm0000197|nm0001191|nm0000673|nm0350079|nm0184445	2003
6288	Better Luck Tomorrow (2002)	Crime|Drama	280477	7.0	10487	nm0510912	nm0791487|nm0864937|nm0437646|nm1453426|nm1455171	2002
6289	Ghosts of the Abyss (2003)	Documentary|IMAX	297144	6.8	6415	nm0000116		2003
6290	House of 1000 Corpses (2003)	Horror	251736	6.0	93815	nm0957772	nm0354085|nm0000947|nm0608405|nm0600667|nm0052424	2003
6291	Lilya 4-Ever (Lilja 4-ever) (2002)	Crime|Drama	300140	7.8	49603	nm0600546	nm0968541|nm1076060|nm0690469|nm1220156|nm1221836	2002
6294	Bulletproof Monk (2003)	Action|Adventure|Sci-Fi	245803	5.5	52283	nm0402995	nm0000334|nm0005405|nm0454809|nm0454809|nm0734558	2003
6295	Chasing Papi (a.k.a. Papi Chulo) (2003)	Comedy	323572	4.8	4452	nm0579318	nm0895150|nm0761052|nm0005527|nm1100853|nm0005529	2003
6296	Mighty Wind, A (2003)	Comedy|Musical	310281	7.2	29593	nm0001302	nm0001302|nm0506405|nm0571106|nm0733427|nm0604272	2003
6297	Holes (2003)	Adventure|Children|Comedy|Mystery	311289	7.0	100827	nm0001112	nm0479471|nm0000244|nm0000685|nm0625789|nm1169490	2003
6298	Malibu's Most Wanted (2003)	Comedy|Crime	328099	5.2	20940	nm0925870	nm0005085|nm0641939|nm0005516|nm0004875|nm0026364	2003
6299	Winged Migration (Peuple migrateur, Le) (2001)	Documentary	301727	7.9	12382	nm0674742|nm0167384|nm0213340	nm0674742|nm0479721	2001
6300	Flickering Lights (Blinkende lygter) (2000)	Action|Comedy|Crime	236027	7.5	24305	nm0421314	nm0683587|nm0860947|nm0586568|nm0509263|nm0344894	2000
6301	Straw Dogs (1971)	Drama|Thriller	67800	7.4	64710	nm0001603	nm0000163|nm0001265|nm0891092|nm0571435|nm0377328	1971
6302	Beginning of the End (1957)	Sci-Fi	50177	3.9	2780	nm0330026	nm0336335|nm0145312|nm0030194|nm0943660|nm0378015	1957
6303	Andromeda Strain, The (1971)	Mystery|Sci-Fi	66769	7.2	40628	nm0936404	nm0647921|nm0384050|nm0915536|nm0003679|nm0446780	1971
6305	Fahrenheit 451 (1966)	Drama|Sci-Fi	60390	7.2	45522	nm0000076	nm0921459|nm0001046|nm0001046|nm0159258|nm0226446	1966
6306	I Am Trying to Break Your Heart (2002)	Documentary	327920	7.4	2215	nm1215448		2002
6308	Legal Eagles (1986)	Comedy|Crime|Romance	91396	6.0	12284	nm0718645	nm0000602|nm0000700|nm0000435|nm0001133|nm0000654	1986
6310	Memories of Me (1988)	Comedy|Drama	95613	5.7	1255	nm0001857	nm0000345|nm0454418|nm0001851|nm0140848|nm0010097	1988
6313	Sibling Rivalry (1990)	Comedy	100611	5.4	3002	nm0005348	nm0000263|nm0000597|nm0000402|nm0000415|nm0000836	1990
6314	Undercover Blues (1993)	Comedy|Crime	108442	6.0	10047	nm0006889	nm0000678|nm0000598|nm0789716|nm0001804|nm0588777	1993
6315	Wildcats (1986)	Comedy	92214	6.0	14667	nm0006916	nm0000443|nm0001436|nm0001477|nm0324937|nm0005077	1986
6316	Wiz, The (1978)	Adventure|Children|Comedy|Fantasy|Musical	78504	5.5	17147	nm0001486	nm0005384|nm0001391|nm0751369|nm0743874|nm0743874	1978
6319	My Father the Hero (Mon pÃ¨re, ce hÃ©ros.) (1991)	Comedy|Drama	102465	6.1	2912	nm0491671	nm0000367|nm0002100|nm0414185|nm0876942|nm0405754	1991
6320	Scenes from a Mall (1991)	Comedy	102849	5.4	5238	nm0005196	nm0000541|nm0000095|nm0410347|nm0278642|nm0630005	1991
6322	Confidence (2003)	Crime|Thriller	310910	6.6	35415	nm0001226	nm0122653|nm0000163|nm0001838|nm0000412|nm0004820	2003
6323	Identity (2003)	Crime|Horror|Mystery|Thriller	309698	7.3	268435	nm0003506	nm0000131|nm0000501|nm0001605|nm0370035|nm0000547	2003
6324	It Runs in the Family (2003)	Comedy|Drama	311110	5.5	5249	nm0770961	nm0000018|nm0000140|nm0001613|nm0191412|nm0234979	2003
6327	Decade Under the Influence, A (2003)	Documentary	342275	7.6	2805	nm0001130|nm0481418		2003
6329	Manic (2001)	Drama	252684	7.2	10063	nm0577332	nm0330687|nm0045209|nm0221046|nm0000332|nm0047896	2001
6330	People I Know (2002)	Crime|Drama	274711	5.4	11779	nm0019341	nm0000199|nm0000495|nm0641939|nm0000107|nm0771493	2002
6331	Spellbound (2002)	Documentary	334405	7.6	12472	nm0998825		2002
6332	Lizzie McGuire Movie, The (2003)	Children|Comedy|Romance	306841	5.5	42237	nm0266302	nm0240381|nm0240381|nm0483047|nm1032795|nm0604699	2003
6333	X2: X-Men United (2003)	Action|Adventure|Sci-Fi|Thriller	290334	7.4	578241	nm0001741	nm0001772|nm0413168|nm0413168|nm0000932|nm0000932	2003
6334	Blue Car (2002)	Drama	290145	6.6	3710	nm0597673	nm0000657|nm0115671|nm0171513|nm0004920|nm0118568	2002
6335	Dancer Upstairs, The (2002)	Crime|Drama|Thriller	118926	6.8	6889	nm0000518	nm0000849|nm0603090|nm0098709|nm0617799|nm0501726	2002
6336	Marooned in Iraq (Gomgashtei dar Aragh) (2002)	Drama	317226	7.4	1629	nm0315842	nm1287137|nm1288005|nm1288336|nm1708847|nm1708233	2002
6337	Owning Mahowny (2003)	Crime|Drama|Thriller	285861	7.0	14463	nm0477193	nm0000450|nm0000378|nm0000457|nm0001999|nm0870439	2003
6338	Daddy Day Care (2003)	Children|Comedy	317303	5.6	73985	nm0139867	nm0000552|nm0307531|nm0001378|nm0001872|nm0005093	2003
6339	Man on the Train (Homme du train, L') (2002)	Comedy|Drama	301414	7.1	7550	nm0496312	nm0734000|nm0002776|nm0836681|nm0625226|nm0663141	2002
6341	Shape of Things, The (2003)	Drama	308878	6.6	11900	nm0001438	nm0748620|nm0001838|nm0001543|nm0919867	2003
6342	Trip, The (2002)	Comedy|Drama|Romance	250067	7.0	3924	nm0841504	nm0837942|nm0105853|nm0048844|nm0359695|nm0758276	2002
6344	101 Reykjavik (101 ReykjavÃ­k) (2000)	Comedy|Drama|Romance	237993	6.8	9943	nm0466349	nm0350273|nm0000721|nm0439557|nm0897518|nm0466349	2000
6345	Chorus Line, A (1985)	Comedy|Drama|Musical	88915	6.2	11689	nm0000277	nm0000140|nm0542994|nm0088324|nm0096608|nm0101794	1985
6347	Beat Street (1984)	Drama|Musical	86946	6.5	4361	nm0490133	nm0001044|nm0204674|nm0152813|nm0335523|nm0763639	1984
6348	Breakin' 2: Electric Boogaloo (1984)	Musical	86999	5.1	4806	nm0278735	nm0225466|nm0704044|nm0150400|nm0168736|nm0128370	1984
6349	Breakin' (1984)	Drama|Musical	86998	5.8	7279	nm0797854	nm0225466|nm0704044|nm0150400|nm0518091|nm0001520	1984
6350	Laputa: Castle in the Sky (TenkÃ» no shiro Rapyuta) (1986)	Action|Adventure|Animation|Children|Fantasy|Sci-Fi	92067	8.0	183347	nm0594503	nm0849028|nm0948445|nm0368969|nm0855385|nm0865757	1986
6357	High Society (1956)	Comedy|Musical|Romance	49314	6.9	17610	nm0910199	nm0001078|nm0000038|nm0000069|nm0002141|nm0526184	1956
6358	Kiss Me Kate (1953)	Comedy|Musical|Romance	45963	7.0	6845	nm0796645	nm0337113|nm0444476|nm0587900|nm0943978|nm0888399	1953
6365	Matrix Reloaded, The (2003)	Action|Adventure|Sci-Fi|Thriller|IMAX	234215	7.2	632978	nm0905154|nm0905152	nm0000206|nm0000401|nm0005251|nm0915989|nm0030991	2003
6367	Down with Love (2003)	Comedy|Romance	309530	6.3	44489	nm0715636	nm0000191|nm0000250|nm0001383|nm0005299|nm0237222	2003
6368	Cinemania (2002)	Documentary	281724	7.1	2378	nm0160429|nm0452772		2002
6370	Spanish Apartment, The (L'auberge espagnole) (2002)	Comedy|Drama|Romance	283900	7.3	42853	nm0458251	nm0244151|nm0002105|nm0717709|nm0851582|nm0208426	2002
6371	PokÃ©mon Heroes (2003)	Animation|Children	347791	6.1	6856	nm0540443|nm0951197	nm0835688|nm0835688|nm0835688|nm0835688|nm0835688	2003
6373	Bruce Almighty (2003)	Comedy|Drama|Fantasy|Romance	315327	6.8	435545	nm0001723	nm0000120|nm0000098|nm0000151|nm0001311|nm0004738	2003
6374	In-Laws, The (2003)	Comedy	314786	5.7	17918	nm0281598	nm0000983|nm0000140|nm0005351|nm0005441|nm0091018	2003
6375	Gigantic (A Tale of Two Johns) (2002)	Documentary	304081	7.6	756	nm1099970		2002
6376	Respiro (2002)	Comedy|Drama	286516	7.0	4854	nm0187740	nm0000420|nm0024188|nm1197165|nm1194218|nm1196061	2002
6377	Finding Nemo (2003)	Adventure|Animation|Children|Comedy	266543	8.2	1117462	nm0004056|nm0881279	nm0000983|nm0001122|nm1071252|nm0000353|nm0004951	2003
6378	Italian Job, The (2003)	Action|Crime	317740	7.0	389715	nm0336620	nm0000661|nm0000242|nm0001570|nm0000234|nm0005458	2003
6379	Wrong Turn (2003)	Horror|Thriller	295700	6.1	132281	nm0003343	nm0244630|nm0005438|nm0004825|nm0004993|nm0954225	2003
6380	Capturing the Friedmans (2003)	Documentary	342172	7.6	27274	nm1285613		2003
6382	Together (Han ni Zai Yiki) (2002)	Drama	332639	7.4	4481	nm0155280	nm1249725|nm0514988|nm0155238|nm0911113|nm0155280	2002
6383	2 Fast 2 Furious (Fast and the Furious 2, The) (2003)	Action|Crime|Thriller	322259	5.9	299030	nm0005436	nm0908094|nm0879085|nm0369513|nm0578949|nm0524839	2003
6385	Whale Rider (2002)	Drama	298228	7.5	44109	nm0138927	nm1095720|nm0660984|nm0369357|nm0193295|nm1169385	2002
6386	Nevada Smith (1966)	Western	60748	6.9	9152	nm0368871	nm0000537|nm0001500|nm0001417|nm0447913|nm0687189	1966
6387	Once a Thief (Zong heng si hai) (1991)	Action|Comedy|Crime|Thriller	101020	6.7	7325	nm0000247	nm0002000|nm0000334|nm0161193|nm0160846|nm0874684	1991
6390	Silk Stockings (1957)	Musical	50972	6.8	4343	nm0541149	nm0000001|nm0001998|nm0656712|nm0000048|nm0864869	1957
6395	Crazies, The (a.k.a. Code Name: Trixie) (1973)	Action|Drama|Horror|Sci-Fi|Thriller	69895	6.1	14878	nm0001681	nm0140889|nm0534032|nm0428197|nm0390915|nm0523344	1973
6400	Murder on a Sunday Morning (Un coupable idÃ©al) (2001)	Documentary	307197	7.9	4521	nm0994355		2001
6402	Siam Sunset (1999)	Comedy	178022	6.4	1276	nm0689852	nm0730070|nm0179996|nm0088513|nm0006355|nm0112643	1999
6405	Treasure Island (1950)	Adventure|Children	43067	6.9	9522	nm0005738	nm0237985|nm0628579|nm0842981|nm0280406|nm0640614	1950
6407	Walk, Don't Run (1966)	Comedy|Romance	61170	6.6	4542	nm0910199	nm0000026|nm0002058|nm0001380|nm0822062|nm0846987	1966
6408	Animals are Beautiful People (1974)	Comedy|Documentary	71143	8.2	4184	nm0371059	nm0639941	1974
6410	Car Wash (1976)	Comedy	74281	6.2	8221	nm0776317	nm0001640|nm0014977|nm0101604|nm0107832|nm0137506	1976
6412	Destry Rides Again (1939)	Comedy|Western	31225	7.6	12598	nm0550892	nm0000017|nm0000071|nm0041681|nm0935415|nm0002046	1939
6415	Intervista (1987)	Comedy|Drama	93267	7.0	3205	nm0000019	nm0748207|nm0690743|nm0576862|nm0510094|nm0055558	1987
6417	Live Wire (1992)	Action	104743	5.6	3967	nm0240995	nm0000112|nm0798779|nm0002027|nm0002060|nm0686470	1992
6422	Shenandoah (1965)	Drama|War|Western	59711	7.3	9685	nm0572132	nm0000071|nm0565982|nm0179148|nm0915618|nm0287071	1965
6424	Oscar (1991)	Comedy|Crime|Mystery|Romance	102603	6.5	34403	nm0000484	nm0000230|nm0001560|nm0726200|nm0001590|nm0871456	1991
6425	6th Man, The (Sixth Man, The) (1997)	Comedy	120142	5.7	6342	nm0589168	nm0005541|nm0362429|nm0001601|nm0005230|nm0242656	1997
6427	Railway Children, The (1970)	Children|Drama	66279	7.3	5719	nm0420383	nm0792163|nm0187754|nm0581674|nm0193868|nm0000256	1970
6428	Two Mules for Sister Sara (1970)	Comedy|War|Western	65134	7.0	30765	nm0796923	nm0000142|nm0000511|nm0299578|nm0605494|nm0799108	1970
6429	Winchester '73 (1950)	Western	43137	7.6	22073	nm0542649	nm0000071|nm0001859|nm0002053|nm0573640|nm0593612	1950
6433	Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)	Documentary	19760	8.3	28107	nm0895048	nm0442227|nm0841294	1929
6434	Objective, Burma! (1945)	War	37954	7.3	5570	nm0909825	nm0001224|nm0113769|nm0697733|nm0864869|nm0401434	1945
6436	This Boy's Life (1993)	Drama	108330	7.3	58537	nm0001994	nm0000134|nm0000138|nm0000289|nm0088098|nm0244630	1993
6440	Barton Fink (1991)	Drama|Thriller	101410	7.6	129281	nm0001054|nm0001053	nm0001806|nm0000422|nm0001114|nm0503627|nm0001498	1991
6442	Belle Ã©poque (1992)	Comedy|Romance	103791	7.1	11427	nm0874096	nm0273178|nm0764450|nm0004851|nm0246418|nm0225916	1992
6448	Flight of the Phoenix, The (1965)	Action|Adventure|Drama	59183	7.5	22490	nm0000736	nm0000071|nm0000277|nm0002075|nm0473228|nm0000308	1965
6449	From the Terrace (1960)	Drama	53841	6.7	3208	nm0733476	nm0000056|nm0940946|nm0001485|nm0000839|nm0000748	1960
6452	Long, Hot Summer, The (1958)	Drama	51878	7.3	12468	nm0728688	nm0000056|nm0940946|nm0290047|nm0000080|nm0001665	1958
6453	Man of Aran (1934)	Documentary	25456	7.2	2334	nm0280904	nm0454603|nm0228245|nm0226818|nm0612359|nm0747710	1934
6454	Music Box (1989)	Drama	100211	7.3	8724	nm0002020	nm0001448|nm0000090|nm0002078|nm0595567|nm0001305	1989
6460	Trial, The (ProcÃ¨s, Le) (1962)	Drama	57427	7.6	24223	nm0000080	nm0000578|nm0289450|nm0353916|nm0443985|nm0732877	1962
6461	Unforgiven, The (1960)	Drama|Western	54428	6.6	9791	nm0001379	nm0000044|nm0000030|nm0001559|nm0768334|nm0001948	1960
6464	Good Burger (1997)	Children|Comedy	119215	5.8	33828	nm0005367	nm0005239|nm0860380|nm0005435|nm0001820|nm0005046	1997
6465	Jubilee (1977)	Drama	76240	6.0	3717	nm0418746	nm0001914|nm0639782|nm0153182|nm0183629|nm0202575	1977
6466	Mississippi Masala (1991)	Drama|Romance	102456	6.7	6250	nm0619762	nm0000243|nm0002004|nm0786022|nm0846616|nm0001165	1991
6476	Shattered (1991)	Mystery|Thriller	102900	6.5	11484	nm0000583	nm0000297|nm0001364|nm0000627|nm0000695|nm0000929	1991
6477	Song of Bernadette, The (1943)	Drama	36377	7.6	7677	nm0454771	nm0428354|nm0001948|nm0264278|nm0001637|nm0002011	1943
6480	Thoroughly Modern Millie (1967)	Comedy|Musical	62362	6.9	7067	nm0001351	nm0000267|nm0289038|nm0001546|nm0151919|nm0001260	1967
6482	Dumb and Dumberer: When Harry Met Lloyd (2003)	Comedy	329028	3.4	42538	nm0003474	nm1277177|nm0647638|nm0506405|nm0821048|nm0000211	2003
6483	From Justin to Kelly (2003)	Musical|Romance	339034	1.9	27030	nm0410769	nm1225628|nm1227702|nm1349694|nm0741242|nm0797373	2003
6484	Hollywood Homicide (2003)	Action|Crime|Drama	329717	5.3	39435	nm0005421	nm0000148|nm0001326|nm0913460|nm0000565|nm0339304	2003
6493	Alex and Emma (2003)	Comedy|Drama|Romance	318283	5.5	13923	nm0001661	nm0005561|nm0005561|nm0005028|nm0005028|nm0005028	2003
6502	28 Days Later (2002)	Action|Horror|Sci-Fi	289043	7.5	448710	nm0000965	nm0614165|nm0365140|nm0001172|nm0658099|nm0211869	2002
6503	Charlie's Angels: Full Throttle (2003)	Action|Adventure|Comedy|Crime|Thriller	305357	4.9	133317	nm0629334	nm0000106|nm0005154|nm0000139|nm0005170|nm0000417	2003
6506	Fulltime Killer (Chuen jik sat sau) (2001)	Action|Thriller	286635	6.8	6788	nm0864775|nm0906413	nm0490489|nm0815043|nm0510914|nm0945189|nm1012515	2001
6509	Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)	Drama|Romance	71141	8.0	23988	nm0001202	nm0591930|nm0373289|nm0884157|nm0379258|nm0439546	1974
6510	Bodies, Rest & Motion (1993)	Drama|Romance	106447	5.7	2502	nm0825790	nm0000121|nm0000403|nm0000619|nm0000655|nm0001860	1993
6514	Ring of Terror (1962)	Horror	56415	1.9	1428	nm0668227	nm0558446|nm0337619|nm0299109|nm0647322|nm0836093	1962
6515	You Only Live Once (1937)	Crime|Film-Noir	29808	7.2	7674	nm0000485	nm0796662|nm0000020|nm0533692|nm0228863|nm0307326	1937
6516	Anastasia (1956)	Drama	48947	7.0	9360	nm0514822	nm0000006|nm0000989|nm0371040|nm0848667|nm0402558	1956
6517	Babe, The (1992)	Drama	103747	5.9	11552	nm0002137	nm0000422|nm0000534|nm0000746|nm0000310|nm0232194	1992
6523	Mr. Baseball (1992)	Comedy|Romance	104926	6.0	12227	nm0770961	nm0000633|nm0847264|nm0847328|nm0371660|nm0794053	1992
6527	Scaramouche (1952)	Adventure|Romance	45125	7.5	6386	nm0796645	nm0001289|nm0001463|nm0662223|nm0002072|nm0928295	1952
6528	Start the Revolution Without Me (1970)	Comedy	66402	6.4	3131	nm0005570	nm0000698|nm0000698|nm0000661|nm0000661|nm0341518	1970
6530	Tenant, The (Locataire, Le) (1976)	Drama|Horror|Mystery|Thriller	74811	7.6	47788	nm0000591	nm0000591|nm0000254|nm0002048|nm0886888|nm0294401	1976
6533	What's Up, Doc? (1972)	Comedy	69495	7.7	27248	nm0000953	nm0000659|nm0641939|nm0001404|nm0550318|nm0671721	1972
6534	Hulk (2003)	Action|Adventure|Sci-Fi	286716	5.6	279241	nm0000487	nm0051509|nm0000124|nm0000385|nm0524197|nm0000560	2003
6535	Legally Blonde 2: Red, White & Blonde (2003)	Comedy	333780	4.8	73072	nm0379237	nm0000702|nm0000398|nm0627878|nm0005093|nm0177639	2003
6536	Sinbad: Legend of the Seven Seas (2003)	Adventure|Animation|Children|Fantasy	165982	6.7	59717	nm1369708|nm0426333	nm0000093|nm0001876|nm0001212|nm0000201|nm0371660	2003
6537	Terminator 3: Rise of the Machines (2003)	Action|Adventure|Sci-Fi	181852	6.3	419521	nm0609236	nm0000216|nm0001763|nm0518085|nm0000132|nm0028625	2003
6538	Swimming Pool (2003)	Drama|Mystery|Thriller	324133	6.7	48461	nm0654830	nm0001648|nm0001097|nm0756203|nm0483788|nm0269722	2003
6539	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	Action|Adventure|Comedy|Fantasy	325980	8.1	1215840	nm0893659	nm0000136|nm0001691|nm0089217|nm0461136|nm0202603	2003
